activitysiteid,activitydescription,bookingenddatetime_(month_/_day_/_year)_apr_may,bookingstarttime_apr_may,maxbookees_apr_may,number_booked_apr_may,price_(inr)_apr_may,bookingenddatetime_(month_/_day_/_year)_june,bookingstarttime_june,maxbookees_june,number_booked_june,price_(inr)_june
BRP,Aquafit  6.00-7.00pm,2018-05-17,18:00:00,0.23967323695126896,1.5282715326646115,-1.1027427058442694,2018-06-14,18:00:00,35.0,33.0,999.0
BRP,Aquafit  6.00-7.00pm,2018-05-17,18:00:00,0.23967323695126896,1.5282715326646115,-1.1027427058442694,2018-06-21,18:00:00,35.0,34.0,999.0
BRP,Aquafit  6.00-7.00pm,2018-05-17,18:00:00,0.23967323695126896,1.5282715326646115,-1.1027427058442694,2018-06-28,18:00:00,35.0,31.0,999.0
BRP,Aquafit  6.00-7.00pm,2018-05-24,18:00:00,0.23967323695126896,1.634418450978498,-1.1027427058442694,2018-06-07,18:00:00,35.0,32.0,999.0
BRP,Aquafit  6.00-7.00pm,2018-05-24,18:00:00,0.23967323695126896,1.634418450978498,-1.1027427058442694,2018-06-14,18:00:00,35.0,33.0,999.0
BRP,Aquafit  6.00-7.00pm,2018-05-24,18:00:00,0.23967323695126896,1.634418450978498,-1.1027427058442694,2018-06-21,18:00:00,35.0,34.0,999.0
BRP,Aquafit  6.00-7.00pm,2018-05-24,18:00:00,0.23967323695126896,1.634418450978498,-1.1027427058442694,2018-06-28,18:00:00,35.0,31.0,999.0
BRP,Aquafit  6.00-7.00pm,2018-05-31,18:00:00,0.23967323695126896,0.9975369410951779,-1.1027427058442694,2018-06-07,18:00:00,35.0,32.0,999.0
BRP,Aquafit  6.00-7.00pm,2018-05-31,18:00:00,0.23967323695126896,0.9975369410951779,-1.1027427058442694,2018-06-14,18:00:00,35.0,33.0,999.0
BRP,Aquafit  6.00-7.00pm,2018-05-31,18:00:00,0.23967323695126896,0.9975369410951779,-1.1027427058442694,2018-06-21,18:00:00,35.0,34.0,999.0
BRP,Aquafit  6.00-7.00pm,2018-05-31,18:00:00,0.23967323695126896,0.9975369410951779,-1.1027427058442694,2018-06-28,18:00:00,35.0,31.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-04-06,11:00:00,0.23967323695126896,1.4221246143507247,-1.1027427058442694,2018-06-01,11:00:00,35.0,30.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-04-06,11:00:00,0.23967323695126896,1.4221246143507247,-1.1027427058442694,2018-06-08,11:00:00,35.0,27.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-04-06,11:00:00,0.23967323695126896,1.4221246143507247,-1.1027427058442694,2018-06-15,11:00:00,35.0,34.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-04-06,11:00:00,0.23967323695126896,1.4221246143507247,-1.1027427058442694,2018-06-22,11:00:00,35.0,34.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-04-06,11:00:00,0.23967323695126896,1.4221246143507247,-1.1027427058442694,2018-06-29,11:00:00,35.0,32.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-04-13,11:00:00,0.23967323695126896,1.1036838594090645,-1.1027427058442694,2018-06-01,11:00:00,35.0,30.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-04-13,11:00:00,0.23967323695126896,1.1036838594090645,-1.1027427058442694,2018-06-08,11:00:00,35.0,27.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-04-13,11:00:00,0.23967323695126896,1.1036838594090645,-1.1027427058442694,2018-06-15,11:00:00,35.0,34.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-04-13,11:00:00,0.23967323695126896,1.1036838594090645,-1.1027427058442694,2018-06-22,11:00:00,35.0,34.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-04-13,11:00:00,0.23967323695126896,1.1036838594090645,-1.1027427058442694,2018-06-29,11:00:00,35.0,32.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-04-20,11:00:00,0.23967323695126896,1.7405653692923848,-1.1027427058442694,2018-06-01,11:00:00,35.0,30.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-04-20,11:00:00,0.23967323695126896,1.7405653692923848,-1.1027427058442694,2018-06-08,11:00:00,35.0,27.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-04-20,11:00:00,0.23967323695126896,1.7405653692923848,-1.1027427058442694,2018-06-15,11:00:00,35.0,34.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-04-20,11:00:00,0.23967323695126896,1.7405653692923848,-1.1027427058442694,2018-06-22,11:00:00,35.0,34.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-04-20,11:00:00,0.23967323695126896,1.7405653692923848,-1.1027427058442694,2018-06-29,11:00:00,35.0,32.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-04-27,11:00:00,0.23967323695126896,1.8467122876062714,-1.1027427058442694,2018-06-01,11:00:00,35.0,30.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-04-27,11:00:00,0.23967323695126896,1.8467122876062714,-1.1027427058442694,2018-06-08,11:00:00,35.0,27.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-04-27,11:00:00,0.23967323695126896,1.8467122876062714,-1.1027427058442694,2018-06-15,11:00:00,35.0,34.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-04-27,11:00:00,0.23967323695126896,1.8467122876062714,-1.1027427058442694,2018-06-22,11:00:00,35.0,34.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-04-27,11:00:00,0.23967323695126896,1.8467122876062714,-1.1027427058442694,2018-06-29,11:00:00,35.0,32.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-05-04,11:00:00,0.23967323695126896,1.634418450978498,-1.1027427058442694,2018-06-01,11:00:00,35.0,30.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-05-04,11:00:00,0.23967323695126896,1.634418450978498,-1.1027427058442694,2018-06-08,11:00:00,35.0,27.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-05-04,11:00:00,0.23967323695126896,1.634418450978498,-1.1027427058442694,2018-06-15,11:00:00,35.0,34.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-05-04,11:00:00,0.23967323695126896,1.634418450978498,-1.1027427058442694,2018-06-22,11:00:00,35.0,34.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-05-04,11:00:00,0.23967323695126896,1.634418450978498,-1.1027427058442694,2018-06-29,11:00:00,35.0,32.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-05-11,11:00:00,0.23967323695126896,1.2098307777229513,-1.1027427058442694,2018-06-01,11:00:00,35.0,30.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-05-11,11:00:00,0.23967323695126896,1.2098307777229513,-1.1027427058442694,2018-06-08,11:00:00,35.0,27.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-05-11,11:00:00,0.23967323695126896,1.2098307777229513,-1.1027427058442694,2018-06-15,11:00:00,35.0,34.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-05-11,11:00:00,0.23967323695126896,1.2098307777229513,-1.1027427058442694,2018-06-22,11:00:00,35.0,34.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-05-11,11:00:00,0.23967323695126896,1.2098307777229513,-1.1027427058442694,2018-06-29,11:00:00,35.0,32.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-05-18,11:00:00,0.23967323695126896,1.1036838594090645,-1.1027427058442694,2018-06-01,11:00:00,35.0,30.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-05-18,11:00:00,0.23967323695126896,1.1036838594090645,-1.1027427058442694,2018-06-08,11:00:00,35.0,27.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-05-18,11:00:00,0.23967323695126896,1.1036838594090645,-1.1027427058442694,2018-06-15,11:00:00,35.0,34.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-05-18,11:00:00,0.23967323695126896,1.1036838594090645,-1.1027427058442694,2018-06-22,11:00:00,35.0,34.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-05-18,11:00:00,0.23967323695126896,1.1036838594090645,-1.1027427058442694,2018-06-29,11:00:00,35.0,32.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-05-25,11:00:00,0.23967323695126896,1.634418450978498,-1.1027427058442694,2018-06-01,11:00:00,35.0,30.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-05-25,11:00:00,0.23967323695126896,1.634418450978498,-1.1027427058442694,2018-06-08,11:00:00,35.0,27.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-05-25,11:00:00,0.23967323695126896,1.634418450978498,-1.1027427058442694,2018-06-15,11:00:00,35.0,34.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-05-25,11:00:00,0.23967323695126896,1.634418450978498,-1.1027427058442694,2018-06-22,11:00:00,35.0,34.0,999.0
BRP,Aquafit 11.00-12.00 Noon,2018-05-25,11:00:00,0.23967323695126896,1.634418450978498,-1.1027427058442694,2018-06-29,11:00:00,35.0,32.0,999.0
BRP,Aquafit 11am - 12,2018-04-02,11:00:00,0.23967323695126896,-0.4885199152992358,-1.1027427058442694,2018-06-04,11:00:00,35.0,35.0,999.0
BRP,Aquafit 11am - 12,2018-04-02,11:00:00,0.23967323695126896,-0.4885199152992358,-1.1027427058442694,2018-06-11,11:00:00,35.0,32.0,999.0
BRP,Aquafit 11am - 12,2018-04-02,11:00:00,0.23967323695126896,-0.4885199152992358,-1.1027427058442694,2018-06-18,11:00:00,35.0,34.0,999.0
BRP,Aquafit 11am - 12,2018-04-02,11:00:00,0.23967323695126896,-0.4885199152992358,-1.1027427058442694,2018-06-25,11:00:00,35.0,32.0,999.0
BRP,Aquafit 11am - 12,2018-04-09,11:00:00,0.23967323695126896,2.059006124234045,-1.1027427058442694,2018-06-04,11:00:00,35.0,35.0,999.0
BRP,Aquafit 11am - 12,2018-04-09,11:00:00,0.23967323695126896,2.059006124234045,-1.1027427058442694,2018-06-11,11:00:00,35.0,32.0,999.0
BRP,Aquafit 11am - 12,2018-04-09,11:00:00,0.23967323695126896,2.059006124234045,-1.1027427058442694,2018-06-18,11:00:00,35.0,34.0,999.0
BRP,Aquafit 11am - 12,2018-04-09,11:00:00,0.23967323695126896,2.059006124234045,-1.1027427058442694,2018-06-25,11:00:00,35.0,32.0,999.0
BRP,Aquafit 11am - 12,2018-04-16,11:00:00,0.23967323695126896,1.8467122876062714,-1.1027427058442694,2018-06-04,11:00:00,35.0,35.0,999.0
BRP,Aquafit 11am - 12,2018-04-16,11:00:00,0.23967323695126896,1.8467122876062714,-1.1027427058442694,2018-06-11,11:00:00,35.0,32.0,999.0
BRP,Aquafit 11am - 12,2018-04-16,11:00:00,0.23967323695126896,1.8467122876062714,-1.1027427058442694,2018-06-18,11:00:00,35.0,34.0,999.0
BRP,Aquafit 11am - 12,2018-04-16,11:00:00,0.23967323695126896,1.8467122876062714,-1.1027427058442694,2018-06-25,11:00:00,35.0,32.0,999.0
BRP,Aquafit 11am - 12,2018-04-23,11:00:00,0.23967323695126896,1.8467122876062714,-1.1027427058442694,2018-06-04,11:00:00,35.0,35.0,999.0
BRP,Aquafit 11am - 12,2018-04-23,11:00:00,0.23967323695126896,1.8467122876062714,-1.1027427058442694,2018-06-11,11:00:00,35.0,32.0,999.0
BRP,Aquafit 11am - 12,2018-04-23,11:00:00,0.23967323695126896,1.8467122876062714,-1.1027427058442694,2018-06-18,11:00:00,35.0,34.0,999.0
BRP,Aquafit 11am - 12,2018-04-23,11:00:00,0.23967323695126896,1.8467122876062714,-1.1027427058442694,2018-06-25,11:00:00,35.0,32.0,999.0
BRP,Aquafit 11am - 12,2018-04-30,11:00:00,0.23967323695126896,1.8467122876062714,-1.1027427058442694,2018-06-04,11:00:00,35.0,35.0,999.0
BRP,Aquafit 11am - 12,2018-04-30,11:00:00,0.23967323695126896,1.8467122876062714,-1.1027427058442694,2018-06-11,11:00:00,35.0,32.0,999.0
BRP,Aquafit 11am - 12,2018-04-30,11:00:00,0.23967323695126896,1.8467122876062714,-1.1027427058442694,2018-06-18,11:00:00,35.0,34.0,999.0
BRP,Aquafit 11am - 12,2018-04-30,11:00:00,0.23967323695126896,1.8467122876062714,-1.1027427058442694,2018-06-25,11:00:00,35.0,32.0,999.0
BRP,Aquafit 11am - 12,2018-05-07,11:00:00,0.23967323695126896,0.9975369410951779,-1.1027427058442694,2018-06-04,11:00:00,35.0,35.0,999.0
BRP,Aquafit 11am - 12,2018-05-07,11:00:00,0.23967323695126896,0.9975369410951779,-1.1027427058442694,2018-06-11,11:00:00,35.0,32.0,999.0
BRP,Aquafit 11am - 12,2018-05-07,11:00:00,0.23967323695126896,0.9975369410951779,-1.1027427058442694,2018-06-18,11:00:00,35.0,34.0,999.0
BRP,Aquafit 11am - 12,2018-05-07,11:00:00,0.23967323695126896,0.9975369410951779,-1.1027427058442694,2018-06-25,11:00:00,35.0,32.0,999.0
BRP,Aquafit 11am - 12,2018-05-14,11:00:00,0.23967323695126896,1.7405653692923848,-1.1027427058442694,2018-06-04,11:00:00,35.0,35.0,999.0
BRP,Aquafit 11am - 12,2018-05-14,11:00:00,0.23967323695126896,1.7405653692923848,-1.1027427058442694,2018-06-11,11:00:00,35.0,32.0,999.0
BRP,Aquafit 11am - 12,2018-05-14,11:00:00,0.23967323695126896,1.7405653692923848,-1.1027427058442694,2018-06-18,11:00:00,35.0,34.0,999.0
BRP,Aquafit 11am - 12,2018-05-14,11:00:00,0.23967323695126896,1.7405653692923848,-1.1027427058442694,2018-06-25,11:00:00,35.0,32.0,999.0
BRP,Aquafit 11am - 12,2018-05-21,11:00:00,0.23967323695126896,1.8467122876062714,-1.1027427058442694,2018-06-04,11:00:00,35.0,35.0,999.0
BRP,Aquafit 11am - 12,2018-05-21,11:00:00,0.23967323695126896,1.8467122876062714,-1.1027427058442694,2018-06-11,11:00:00,35.0,32.0,999.0
BRP,Aquafit 11am - 12,2018-05-21,11:00:00,0.23967323695126896,1.8467122876062714,-1.1027427058442694,2018-06-18,11:00:00,35.0,34.0,999.0
BRP,Aquafit 11am - 12,2018-05-21,11:00:00,0.23967323695126896,1.8467122876062714,-1.1027427058442694,2018-06-25,11:00:00,35.0,32.0,999.0
BRP,Aquafit 11am - 12,2018-05-28,11:00:00,0.23967323695126896,1.315977696036838,-1.1027427058442694,2018-06-04,11:00:00,35.0,35.0,999.0
BRP,Aquafit 11am - 12,2018-05-28,11:00:00,0.23967323695126896,1.315977696036838,-1.1027427058442694,2018-06-11,11:00:00,35.0,32.0,999.0
BRP,Aquafit 11am - 12,2018-05-28,11:00:00,0.23967323695126896,1.315977696036838,-1.1027427058442694,2018-06-18,11:00:00,35.0,34.0,999.0
BRP,Aquafit 11am - 12,2018-05-28,11:00:00,0.23967323695126896,1.315977696036838,-1.1027427058442694,2018-06-25,11:00:00,35.0,32.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-04-03,19:00:00,0.23967323695126896,1.634418450978498,-1.1027427058442694,2018-06-05,19:00:00,35.0,30.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-04-03,19:00:00,0.23967323695126896,1.634418450978498,-1.1027427058442694,2018-06-12,19:00:00,35.0,28.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-04-03,19:00:00,0.23967323695126896,1.634418450978498,-1.1027427058442694,2018-06-19,19:00:00,35.0,29.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-04-03,19:00:00,0.23967323695126896,1.634418450978498,-1.1027427058442694,2018-06-26,19:00:00,35.0,34.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-04-10,19:00:00,0.23967323695126896,1.5282715326646115,-1.1027427058442694,2018-06-05,19:00:00,35.0,30.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-04-10,19:00:00,0.23967323695126896,1.5282715326646115,-1.1027427058442694,2018-06-12,19:00:00,35.0,28.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-04-10,19:00:00,0.23967323695126896,1.5282715326646115,-1.1027427058442694,2018-06-19,19:00:00,35.0,29.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-04-10,19:00:00,0.23967323695126896,1.5282715326646115,-1.1027427058442694,2018-06-26,19:00:00,35.0,34.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-04-17,19:00:00,0.23967323695126896,1.1036838594090645,-1.1027427058442694,2018-06-05,19:00:00,35.0,30.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-04-17,19:00:00,0.23967323695126896,1.1036838594090645,-1.1027427058442694,2018-06-12,19:00:00,35.0,28.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-04-17,19:00:00,0.23967323695126896,1.1036838594090645,-1.1027427058442694,2018-06-19,19:00:00,35.0,29.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-04-17,19:00:00,0.23967323695126896,1.1036838594090645,-1.1027427058442694,2018-06-26,19:00:00,35.0,34.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-04-24,19:00:00,0.23967323695126896,1.5282715326646115,-1.1027427058442694,2018-06-05,19:00:00,35.0,30.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-04-24,19:00:00,0.23967323695126896,1.5282715326646115,-1.1027427058442694,2018-06-12,19:00:00,35.0,28.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-04-24,19:00:00,0.23967323695126896,1.5282715326646115,-1.1027427058442694,2018-06-19,19:00:00,35.0,29.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-04-24,19:00:00,0.23967323695126896,1.5282715326646115,-1.1027427058442694,2018-06-26,19:00:00,35.0,34.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-05-01,19:00:00,0.23967323695126896,1.7405653692923848,-1.1027427058442694,2018-06-05,19:00:00,35.0,30.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-05-01,19:00:00,0.23967323695126896,1.7405653692923848,-1.1027427058442694,2018-06-12,19:00:00,35.0,28.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-05-01,19:00:00,0.23967323695126896,1.7405653692923848,-1.1027427058442694,2018-06-19,19:00:00,35.0,29.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-05-01,19:00:00,0.23967323695126896,1.7405653692923848,-1.1027427058442694,2018-06-26,19:00:00,35.0,34.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-05-08,19:00:00,0.23967323695126896,1.5282715326646115,-1.1027427058442694,2018-06-05,19:00:00,35.0,30.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-05-08,19:00:00,0.23967323695126896,1.5282715326646115,-1.1027427058442694,2018-06-12,19:00:00,35.0,28.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-05-08,19:00:00,0.23967323695126896,1.5282715326646115,-1.1027427058442694,2018-06-19,19:00:00,35.0,29.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-05-08,19:00:00,0.23967323695126896,1.5282715326646115,-1.1027427058442694,2018-06-26,19:00:00,35.0,34.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-05-15,19:00:00,0.23967323695126896,1.2098307777229513,-1.1027427058442694,2018-06-05,19:00:00,35.0,30.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-05-15,19:00:00,0.23967323695126896,1.2098307777229513,-1.1027427058442694,2018-06-12,19:00:00,35.0,28.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-05-15,19:00:00,0.23967323695126896,1.2098307777229513,-1.1027427058442694,2018-06-19,19:00:00,35.0,29.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-05-15,19:00:00,0.23967323695126896,1.2098307777229513,-1.1027427058442694,2018-06-26,19:00:00,35.0,34.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-05-22,19:00:00,0.23967323695126896,1.2098307777229513,-1.1027427058442694,2018-06-05,19:00:00,35.0,30.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-05-22,19:00:00,0.23967323695126896,1.2098307777229513,-1.1027427058442694,2018-06-12,19:00:00,35.0,28.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-05-22,19:00:00,0.23967323695126896,1.2098307777229513,-1.1027427058442694,2018-06-19,19:00:00,35.0,29.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-05-22,19:00:00,0.23967323695126896,1.2098307777229513,-1.1027427058442694,2018-06-26,19:00:00,35.0,34.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-05-29,19:00:00,0.23967323695126896,0.8913900227812912,-1.1027427058442694,2018-06-05,19:00:00,35.0,30.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-05-29,19:00:00,0.23967323695126896,0.8913900227812912,-1.1027427058442694,2018-06-12,19:00:00,35.0,28.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-05-29,19:00:00,0.23967323695126896,0.8913900227812912,-1.1027427058442694,2018-06-19,19:00:00,35.0,29.0,999.0
BRP,Aquafit 7.00-8.00pm,2018-05-29,19:00:00,0.23967323695126896,0.8913900227812912,-1.1027427058442694,2018-06-26,19:00:00,35.0,34.0,999.0
BRP,Aquatots 10.30-11am,2018-04-16,10:30:00,-1.4733587256149967,-1.5499890984381026,-1.1027427058442694,2018-06-04,10:30:00,10.0,4.0,1499.0
BRP,Aquatots 10.30-11am,2018-04-16,10:30:00,-1.4733587256149967,-1.5499890984381026,-1.1027427058442694,2018-06-11,10:30:00,10.0,6.0,1499.0
BRP,Aquatots 10.30-11am,2018-04-16,10:30:00,-1.4733587256149967,-1.5499890984381026,-1.1027427058442694,2018-06-18,10:30:00,10.0,6.0,1499.0
BRP,Aquatots 10.30-11am,2018-04-16,10:30:00,-1.4733587256149967,-1.5499890984381026,-1.1027427058442694,2018-06-25,10:30:00,10.0,7.0,1499.0
BRP,Aquatots 10.30-11am,2018-04-23,10:30:00,-1.4733587256149967,-1.5499890984381026,-1.1027427058442694,2018-06-04,10:30:00,10.0,4.0,1499.0
BRP,Aquatots 10.30-11am,2018-04-23,10:30:00,-1.4733587256149967,-1.5499890984381026,-1.1027427058442694,2018-06-11,10:30:00,10.0,6.0,1499.0
BRP,Aquatots 10.30-11am,2018-04-23,10:30:00,-1.4733587256149967,-1.5499890984381026,-1.1027427058442694,2018-06-18,10:30:00,10.0,6.0,1499.0
BRP,Aquatots 10.30-11am,2018-04-23,10:30:00,-1.4733587256149967,-1.5499890984381026,-1.1027427058442694,2018-06-25,10:30:00,10.0,7.0,1499.0
BRP,Aquatots 10.30-11am,2018-04-30,10:30:00,-1.4733587256149967,-1.443842180124216,-1.1027427058442694,2018-06-04,10:30:00,10.0,4.0,1499.0
BRP,Aquatots 10.30-11am,2018-04-30,10:30:00,-1.4733587256149967,-1.443842180124216,-1.1027427058442694,2018-06-11,10:30:00,10.0,6.0,1499.0
BRP,Aquatots 10.30-11am,2018-04-30,10:30:00,-1.4733587256149967,-1.443842180124216,-1.1027427058442694,2018-06-18,10:30:00,10.0,6.0,1499.0
BRP,Aquatots 10.30-11am,2018-04-30,10:30:00,-1.4733587256149967,-1.443842180124216,-1.1027427058442694,2018-06-25,10:30:00,10.0,7.0,1499.0
BRP,Aquatots 10.30-11am,2018-05-14,10:30:00,-1.4733587256149967,-1.125401425182556,-1.1027427058442694,2018-06-04,10:30:00,10.0,4.0,1499.0
BRP,Aquatots 10.30-11am,2018-05-14,10:30:00,-1.4733587256149967,-1.125401425182556,-1.1027427058442694,2018-06-11,10:30:00,10.0,6.0,1499.0
BRP,Aquatots 10.30-11am,2018-05-14,10:30:00,-1.4733587256149967,-1.125401425182556,-1.1027427058442694,2018-06-18,10:30:00,10.0,6.0,1499.0
BRP,Aquatots 10.30-11am,2018-05-14,10:30:00,-1.4733587256149967,-1.125401425182556,-1.1027427058442694,2018-06-25,10:30:00,10.0,7.0,1499.0
BRP,Aquatots 10.30-11am,2018-05-21,10:30:00,-1.4733587256149967,-1.443842180124216,-1.1027427058442694,2018-06-04,10:30:00,10.0,4.0,1499.0
BRP,Aquatots 10.30-11am,2018-05-21,10:30:00,-1.4733587256149967,-1.443842180124216,-1.1027427058442694,2018-06-11,10:30:00,10.0,6.0,1499.0
BRP,Aquatots 10.30-11am,2018-05-21,10:30:00,-1.4733587256149967,-1.443842180124216,-1.1027427058442694,2018-06-18,10:30:00,10.0,6.0,1499.0
BRP,Aquatots 10.30-11am,2018-05-21,10:30:00,-1.4733587256149967,-1.443842180124216,-1.1027427058442694,2018-06-25,10:30:00,10.0,7.0,1499.0
BRP,Aquatots/baby 11.30-12.00,2018-04-04,11:30:00,-1.4733587256149967,-1.2315483434964427,-0.4735507528892643,2018-06-06,11:30:00,10.0,6.0,1499.0
BRP,Aquatots/baby 11.30-12.00,2018-04-04,11:30:00,-1.4733587256149967,-1.2315483434964427,-0.4735507528892643,2018-06-13,11:30:00,10.0,3.0,1499.0
BRP,Aquatots/baby 11.30-12.00,2018-04-04,11:30:00,-1.4733587256149967,-1.2315483434964427,-0.4735507528892643,2018-06-20,11:30:00,10.0,2.0,1499.0
BRP,Aquatots/baby 11.30-12.00,2018-04-04,11:30:00,-1.4733587256149967,-1.2315483434964427,-0.4735507528892643,2018-06-27,11:30:00,10.0,4.0,1499.0
BRP,Aquatots/baby 11.30-12.00,2018-04-11,11:30:00,-1.4733587256149967,-1.6561360167519894,-0.4735507528892643,2018-06-06,11:30:00,10.0,6.0,1499.0
BRP,Aquatots/baby 11.30-12.00,2018-04-11,11:30:00,-1.4733587256149967,-1.6561360167519894,-0.4735507528892643,2018-06-13,11:30:00,10.0,3.0,1499.0
BRP,Aquatots/baby 11.30-12.00,2018-04-11,11:30:00,-1.4733587256149967,-1.6561360167519894,-0.4735507528892643,2018-06-20,11:30:00,10.0,2.0,1499.0
BRP,Aquatots/baby 11.30-12.00,2018-04-11,11:30:00,-1.4733587256149967,-1.6561360167519894,-0.4735507528892643,2018-06-27,11:30:00,10.0,4.0,1499.0
BRP,Aquatots/baby 11.30-12.00,2018-04-18,11:30:00,-1.4733587256149967,-1.2315483434964427,-0.4735507528892643,2018-06-06,11:30:00,10.0,6.0,1499.0
BRP,Aquatots/baby 11.30-12.00,2018-04-18,11:30:00,-1.4733587256149967,-1.2315483434964427,-0.4735507528892643,2018-06-13,11:30:00,10.0,3.0,1499.0
BRP,Aquatots/baby 11.30-12.00,2018-04-18,11:30:00,-1.4733587256149967,-1.2315483434964427,-0.4735507528892643,2018-06-20,11:30:00,10.0,2.0,1499.0
BRP,Aquatots/baby 11.30-12.00,2018-04-18,11:30:00,-1.4733587256149967,-1.2315483434964427,-0.4735507528892643,2018-06-27,11:30:00,10.0,4.0,1499.0
BRP,Aquatots/baby 11.30-12.00,2018-04-25,11:30:00,-1.4733587256149967,-1.2315483434964427,-0.4735507528892643,2018-06-06,11:30:00,10.0,6.0,1499.0
BRP,Aquatots/baby 11.30-12.00,2018-04-25,11:30:00,-1.4733587256149967,-1.2315483434964427,-0.4735507528892643,2018-06-13,11:30:00,10.0,3.0,1499.0
BRP,Aquatots/baby 11.30-12.00,2018-04-25,11:30:00,-1.4733587256149967,-1.2315483434964427,-0.4735507528892643,2018-06-20,11:30:00,10.0,2.0,1499.0
BRP,Aquatots/baby 11.30-12.00,2018-04-25,11:30:00,-1.4733587256149967,-1.2315483434964427,-0.4735507528892643,2018-06-27,11:30:00,10.0,4.0,1499.0
BRP,Aquatots/baby 11.30-12.00,2018-05-02,11:30:00,-1.4733587256149967,-1.443842180124216,-0.4735507528892643,2018-06-06,11:30:00,10.0,6.0,1499.0
BRP,Aquatots/baby 11.30-12.00,2018-05-02,11:30:00,-1.4733587256149967,-1.443842180124216,-0.4735507528892643,2018-06-13,11:30:00,10.0,3.0,1499.0
